n,depth,Time (s),TPU,TPL,Normalized Depth,Normalized TPU,Normalized TPL,Union-Find Class,Path Compression
551,2,0.006745100021362305,0,1022,0.003629764065335753,0.0,1.8548094373865698,UnionWeight,NC
561,1,0.006571769714355469,0,1081,0.0017825311942959,0.0,1.9269162210338682,UnionWeight,NC
571,1,0.006539106369018555,0,1070,0.0017513134851138354,0.0,1.8739054290718038,UnionWeight,NC
581,3,0.0068247318267822266,0,1089,0.0051635111876075735,0.0,1.874354561101549,UnionWeight,NC
591,2,0.006678104400634766,0,1054,0.00338409475465313,0.0,1.7834179357021998,UnionWeight,NC
601,2,0.006948947906494141,0,1063,0.0033277870216306157,0.0,1.7687188019966722,UnionWeight,NC
611,4,0.007112979888916016,0,1177,0.006546644844517185,0.0,1.9263502454991817,UnionWeight,NC
621,2,0.007144927978515625,0,1152,0.00322061191626409,0.0,1.855072463768116,UnionWeight,NC
631,4,0.00728607177734375,0,1179,0.006339144215530904,0.0,1.8684627575277337,UnionWeight,NC
641,2,0.007714986801147461,0,1177,0.0031201248049922,0.0,1.8361934477379096,UnionWeight,NC
651,2,0.007913827896118164,0,1253,0.0030721966205837174,0.0,1.924731182795699,UnionWeight,NC
661,3,0.008098840713500977,0,1230,0.0045385779122541605,0.0,1.8608169440242057,UnionWeight,NC
671,2,0.008029937744140625,0,1267,0.0029806259314456036,0.0,1.88822652757079,UnionWeight,NC
681,2,0.007928848266601562,0,1242,0.002936857562408223,0.0,1.8237885462555066,UnionWeight,NC
691,1,0.007882118225097656,0,1285,0.001447178002894356,0.0,1.8596237337192474,UnionWeight,NC
701,1,0.008211851119995117,0,1376,0.0014265335235378032,0.0,1.962910128388017,UnionWeight,NC
711,1,0.008124828338623047,0,1366,0.0014064697609001407,0.0,1.921237693389592,UnionWeight,NC
721,2,0.02623891830444336,0,1368,0.0027739251040221915,0.0,1.897364771151179,UnionWeight,NC
731,4,0.012391805648803711,0,1424,0.005471956224350205,0.0,1.948016415868673,UnionWeight,NC
741,2,0.008591890335083008,0,1385,0.002699055330634278,0.0,1.8690958164642375,UnionWeight,NC
751,2,0.008605718612670898,0,1382,0.002663115845539281,0.0,1.8402130492676432,UnionWeight,NC
761,1,0.008792877197265625,0,1531,0.001314060446780552,0.0,2.011826544021025,UnionWeight,NC
771,3,0.008755207061767578,0,1408,0.0038910505836575876,0.0,1.8261997405966277,UnionWeight,NC
781,2,0.008911848068237305,0,1505,0.002560819462227913,0.0,1.9270166453265045,UnionWeight,NC
791,1,0.009090900421142578,0,1524,0.0012642225031605564,0.0,1.9266750948166877,UnionWeight,NC
801,3,0.008812904357910156,0,1406,0.003745318352059925,0.0,1.7553058676654183,UnionWeight,NC
811,1,0.009113073348999023,0,1476,0.0012330456226880395,0.0,1.8199753390875462,UnionWeight,NC
821,1,0.009025096893310547,0,1451,0.001218026796589525,0.0,1.7673568818514007,UnionWeight,NC
831,3,0.009392023086547852,0,1582,0.0036101083032490976,0.0,1.9037304452466908,UnionWeight,NC
